Date,Année financière,Titre,Fournisseur,Montant,Montant (virg),Montant ($),Code UNSPSC,Type de devis,Type,Nature,Nb soumissionnaires,Numéro SEAO,Numéro de contrat UQAM
2009-07-13,2009-2010,Tapis pour entrée de pavillons,Lalema inc,44335.2,"44335,2","44 335,20 $",52101500,Tapis et carpettes,Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,318835,C9-2967-1 et C9-2941-1
2009-07-13,2009-2010,Chemiluminescence Detection System,Montréal Biotech,41120.0,41120,"41 120,00 $",41105332,"Réactifs, trousses ou substrats pour la détection de protéines par chimiluminescence",Contrat octroyé de gré à gré,Approvisionnements (biens),1,318838,C0-0382-1
2009-07-14,2009-2010,Remplacement de transformateurs - pavillons Aquin et Jasmin,CPE Électrique,1113400.0,1113400,"1 113 400,00 $",72000000,"Services - bâtiment, construction et entretien",Contrat adjugé suite à un appel d'offres public,Travaux de construction,5,289153,P08018HH
2009-07-16,2009-2010,Travaux à la galerie UQAM,Procova Inc.,30702.0,30702,"30 702,00 $",72101700,Travaux de bétonnage,Contrat adjugé suite à un appel d'offres sur invitations,Travaux de construction,1,480043,P09015JJ01
2009-07-22,2009-2010,Spectroradiometre,Analytical Spectral Devices,26615.0,26615,"26 615,00 $",41120000,Fournitures et appareils fixes de laboratoire,Contrat octroyé de gré à gré,Approvisionnements (biens),1,322659,C9-1161-1
2009-07-28,2009-2010,Correction systeme EBI,Honeywell Ltee,94395.0,94395,"94 395,00 $",81101605,Services électromécaniques,Contrat octroyé de gré à gré,Approvisionnements (biens),1,323294,C0-0559-1
2009-08-04,2009-2010,Climatisation – Entretien préventif et correctif ; Contrat de 3 ans,Black & McDonald Ltée,500000.0,500000,"500 000,00 $",40101701,Climatiseur,Contrat adjugé suite à un appel d'offres public,Travaux de construction,5,280151,K9-1742A(LI)
2009-08-04,2009-2010,Recouvrement et rembourrage de fauteuils de la salle Pierre Mercure de l'UQAM,Meuble Buro Ergo Inc,73882.2,"73882,2","73 882,20 $",56101522,Fauteuils,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),6,306548,C9-3096A(HD)
2009-08-06,2009-2010,Remplacement des tours d'eau - Pavillon Thérèse-Casgrain,HVAC Inc.,310250.0,310250,"310 250,00 $",72000000,"Services - bâtiment, construction et entretien",Contrat adjugé suite à un appel d'offres public,Travaux de construction,7,296044,P08021WW
2009-08-06,2009-2010,"Fourniture, montage et démontage de stands",GES Canada / PE Poitras,27464.01,"27464,01","27 464,01 $",60121143,Panneaux d'exposition,Contrat octroyé de gré à gré,Approvisionnements (biens),1,327570,K9-1726-1
2009-08-12,2009-2010,Système de fabrication de circuits imprimés,Advansys Electronix,29912.0,29912,"29 912,00 $",32100000,"Circuit imprimé, circuit intégré et microassemblage",Contrat octroyé de gré à gré,Approvisionnements (biens),1,327674,C0-0536-1
2009-08-12,2009-2010,Seismomètre,Nanometrics Inc.,25423.26,"25423,26","25 423,26 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,327664,C0-0622-1
2009-08-13,2009-2010,Milieux de culture cellulaire et biologie moléculaire et leur consignation.,Wisent Inc.,44296.79,"44296,79","44 296,79 $",60103934,Cultures de tissus,Contrat octroyé de gré à gré,Approvisionnements (biens),1,327942,K0-0353-1
2009-08-25,2009-2010,Produit de biologie moléculaire et cellulaire,Invitrogen Canada Inc B9245,177187.15,"177187,15","177 187,15 $",60103934,Cultures de tissus,Contrat octroyé de gré à gré,Approvisionnements (biens),1,332282,K9-2656-1
2009-08-25,2009-2010,"Suite de logiciels pour la gestion d'actifs médiatique et intégration, formation et maintenance.",90677980 Québec Inc. Mint-Na,63007.26,"63007,26","63 007,26 $",43232103,Logiciel d'édition et de création vidéo,Contrat octroyé de gré à gré,Approvisionnements (biens),1,329750,K0-0577-1
2009-08-31,2009-2010,Rénovation au local J-3875,Procova Inc.,59823.75,"59823,75","59 823,75 $",72102801,Rénovation d'immeubles ou de lieux historiques ou de monuments,Contrat adjugé suite à un appel d'offres sur invitations,Travaux de construction,1,480032,P09010HH07
2009-09-04,2009-2010,Ordinateur Mac Pro,Micro Boutique Universitaire Inc,38016.0,38016,"38 016,00 $",43211500,Ordinateurs,Contrat octroyé de gré à gré,Approvisionnements (biens),1,332718,C0-0736-1
2009-09-09,2009-2010,Maintenance des licences Scanmail suite pour Exchange,Softchoice Corporation Division 3 Soft,28325.0,28325,"28 325,00 $",81111805,Soutien ou maintenance de systèmes exclusifs ou sous licence,Contrat octroyé de gré à gré,Approvisionnements (biens),1,335390,K0-0716-1
2009-09-10,2009-2010,Microscope de polarisation Leica,Leica Microsystems (Canada) Inc,85468.11,"85468,11","85 468,11 $",41111725,Microscopes polarisants,Contrat octroyé de gré à gré,Approvisionnements (biens),1,334949,C0-0734-1
2009-09-15,2009-2010,Service de réparation de chaudières,LC Combustion,70000.0,70000,"70 000,00 $",72102301,"Installation, réglage, entretien ou réparation de chaudières",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,337214,K0-0367-1
2009-09-21,2009-2010,Impression du magazine Inter de l'UQAM; Contrat de 2 ans,Québecor World,141749.72,"141749,72","141 749,72 $",82000000,"Services d'édition, de design, de graphisme et de beaux-arts",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),5,322735,K9-2394B(LI)
2009-09-21,2009-2010,Infinite M1000 Quadruple Monochromator,Tucan U.S. Inc,50326.09,"50326,09","50 326,09 $",41120000,Fournitures et appareils fixes de laboratoire,Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,336566,C0-0501-1
2009-09-22,2009-2010,logiciel Adobe,Softchoice Corporation Division 3 Soft,150000.0,150000,"150 000,00 $",81110000,Services informatiques,Contrat octroyé de gré à gré,Approvisionnements (biens),1,336607,K0-0553-1
2009-09-22,2009-2010,Sun Storage,Bell Canada (Bell solution Tic),33175.0,33175,"33 175,00 $",43222625,Serveurs d'accès,Contrat octroyé de gré à gré,Approvisionnements (biens),1,337200,C0-0654-1
2009-09-29,2009-2010,Service de consultation et d'expert-conseil technique et médiatique pour labo.,Tryangle Canada Inc,70559.47,"70559,47","70 559,47 $",86101600,Services de formation professionnelle - secteur scientifique,Contrat octroyé de gré à gré,Approvisionnements (biens),1,339024,SPRI-GERB5-02
2009-09-29,2009-2010,Achat d'un appareil MOXUS Modular Metabolic System,AEI Technologies Inc.,47798.91,"47798,91","47 798,91 $",41100000,Équipement de laboratoire,Contrat octroyé de gré à gré,Approvisionnements (biens),1,338803,C0-0941-1
2009-09-29,2009-2010,Elaborer un modèle de développement pour la certification international d'un projet récréotouristique.,Le Vertendre,46330.9,"46330,9","46 330,90 $",80101601,Études de faisabilité ou évaluation d'idées de projets,Contrat octroyé de gré à gré,Approvisionnements (biens),1,339034,SPRI-ARCM-08
2009-09-29,2009-2010,Développement d'Avatars,Darwin Dimensions Inc,26578.07,"26578,07","26 578,07 $",43232400,Logiciel de développement,Contrat octroyé de gré à gré,Approvisionnements (biens),1,338994,Darwin-EDM-2009
2009-10-06,2009-2010,High Pressure Asher,Anton Paar Canada,53436.8,"53436,8","53 436,80 $",48101514,Autocuiseur à haute pression pour usage commercial,Contrat octroyé de gré à gré,Approvisionnements (biens),1,341033,C0-1031-1
2009-10-07,2009-2010,Micro-ordinateur Ciara,Hypertec Systemes Inc (Ciara),29136.0,29136,"29 136,00 $",43211500,Ordinateurs,Contrat octroyé de gré à gré,Approvisionnements (biens),1,341174,C0-1050-1
2009-10-16,2009-2010,Achat de 2 compresseurs rotatifs 50 HP,TLM Mach. & Equip. Ltée,85980.0,85980,"85 980,00 $",40151608,Compresseur rotatif,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),5,323193,C0-0560A(HD)
2009-10-20,2009-2010,Entretien préventif équipements HP/Compaq,Hewlett Packard (Canada) Ltd,240691.88,"240691,88","240 691,88 $",81111812,Maintenance ou soutien pour le matériel informatique,Contrat octroyé de gré à gré,Services,1,345641,K0-1094-1
2009-10-21,2009-2010,assèchement et reconstruction,Dryco Group Inc,93773.34,"93773,34","93 773,34 $",72000000,"Services - bâtiment, construction et entretien",Contrat octroyé de gré à gré,Travaux de construction,1,456447,D-09-0088
2009-10-26,2009-2010,Matériel audiovisuel,VGA Communication Inc,52980.0,52980,"52 980,00 $",52161500,Équipement audiovisuel,Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,346006,C0-0943-1
2009-10-28,2009-2010,"Enlèvement de la neige et épandage de sable, gravier au Centre La Huardière de St-Michel-des-Saints",Excavations Sylvain Rondeau Inc,73350.0,73350,"73 350,00 $",76110000,Services de nettoyage et d'entretien,Contrat adjugé suite à un appel d'offres public,Services,2,332400,K9-2121A(YL)
2009-10-29,2009-2010,Entretien et réparation d'appareils de marque Digidesign et Avid,C.E.V. Inc,30000.0,30000,"30 000,00 $",80161507,Services audiovisuels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,347320,K0-0921-1
2009-10-30,2009-2010,Achat et installation stockage VTL,Dell Canada Inc.,323266.31,"323266,31","323 266,31 $",43210000,Matériel et accessoires informatiques,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),3,298513,K9-2411A(NS)
2009-10-30,2009-2010,Pièces et service selon besoin ,Sono Vidéo Inc,53156.0,53156,"53 156,00 $",32130000,Pièces et accessoires pour matériel et composantes électroniques,Contrat octroyé de gré à gré,Approvisionnements (biens),1,349022,K0-0920-1
2009-11-09,2009-2010,SAN – Unités de stockage informatique,CPU DESIGN,636400.0,636400,"636 400,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),3,288207,C9-2356A(NS)
2009-11-09,2009-2010,Cage et équipement d'entretien,Tecniplast USA Inc,25649.0,25649,"25 649,00 $",10131601,Cage ou accessoires pour cage,Contrat octroyé de gré à gré,Approvisionnements (biens),1,352651,C0-1299-1
2009-11-10,2009-2010,Achat d’équipements de marque CISCO,Bell Canada,121720.48,"121720,48","121 720,48 $",43200000,"Composants pour les technologies de l'information, la radiodiffusion ou les télécommunications",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),4,344036,C0-0938B(PF)
2009-11-11,2009-2010,Service de numérisation,Photosynthese Inc,25000.0,25000,"25 000,00 $",81112005,Service de numérisation de documents,Contrat octroyé de gré à gré,Approvisionnements (biens),1,350505,K0-0632-1
2009-11-12,2009-2010,Micro-ordinateur de table Ciara,Hypertec systemes Inc (Ciara),49324.0,49324,"49 324,00 $",43211508,Ordinateurs de table,Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,350781,C0-0913-1
2009-11-12,2009-2010,Micro-ordinateur Toshiba Satellite Pro,Hypertec Systemes Inc,41114.0,41114,"41 114,00 $",43211500,Ordinateurs,Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,350776,C0-0913-2
2009-11-12,2009-2010,Micro-ordinateur de base Thinkpad,Compugen systemes Ltee,33556.45,"33556,45","33 556,45 $",43211500,Ordinateurs,Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,350761,C0-0913-3
2009-11-12,2009-2010,Micro-ordinateur Imac,Micro Boutique Universitaire Inc,178084.0,178084,"178 084,00 $",43211500,Ordinateurs,Contrat octroyé de gré à gré,Approvisionnements (biens),1,350783,C0-0913-4
2009-11-16,2009-2010,Micro-ordinateur Ciara,Hypertec Systemes Inc (Ciara),34884.0,34884,"34 884,00 $",43211500,Ordinateurs,Contrat octroyé de gré à gré,Approvisionnements (biens),1,351485,C0-1478-1
2009-11-18,2009-2010,Copieur - Achat et copieurs pour centre de reprographie,XEROX CANADA LTEE,941049.0,941049,"941 049,00 $",44101505,Duplicateurs numériques,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,280290,K9-0347A(YL)
2009-11-18,2009-2010,Fournir sur demande des produits Apple et autres produits informatiques,Micro Boutique Universitaire Inc,221484.0,221484,"221 484,00 $",43210000,Matériel et accessoires informatiques,Contrat octroyé de gré à gré,Approvisionnements (biens),1,352211,K0-1424-1
2009-11-18,2009-2010,MODÉLISATION PAYSAGE,GROWLLAND TECHNOLOGIES LTD,45000.0,45000,"45 000,00 $",80101601,Études de faisabilité ou évaluation d'idées de projets,Contrat octroyé de gré à gré,Services,1,385856,BTT-SC.BIO-MESC5-03
2009-11-18,2009-2010,Fournir sur demande des boissons chaudes et autres produits alimentaires pour distributeurs automatiques,Laniel Canada Inc,44297.0,44297,"44 297,00 $",50202307,"Chocolat chaud, malt ou autres boissons chaudes",Contrat octroyé de gré à gré,Approvisionnements (biens),1,352029,K8-3401-2
2009-11-18,2009-2010,Projecteur multimedia,Sanyo Canada Inc,39141.0,39141,"39 141,00 $",45111609,Projecteurs multimédia,Contrat octroyé de gré à gré,Approvisionnements (biens),1,352021,C0-1215-1
2009-11-23,2009-2010,Travaux de maçonnerie et de fenestration - Pavillon St-Denis (AB),Fournier Gersovitz Moss et Associés Architectes - Design 4Points,85348.17,"85348,17","85 348,17 $",81201500,Services d'architectes,Contrat adjugé suite à un appel d'offres sur invitations,Services,1,479988,P08019AB02
2009-11-24,2009-2010,"Fournir sur demande, des téléavertisseurs numériques, alpha numériques et bi-directionnel selon les termes du présent contrat.",Pagenet Canada Inc,66445.18,"66445,18","66 445,18 $",43191502,Téléavertisseurs,Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,354395,K0-0563-1
2009-11-24,2009-2010,Contrat de maintenance de 24 mois pour le logiciel Panopto CourseCast et francisation du logiciel.,Panopto Inc,44506.0,44506,"44 506,00 $",81112200,Maintenance et soutien pour logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,354250,K0-1406-1
2009-11-27,2009-2010,Fournir sur demande des fournitures de bureau de marque Hilroy,Hilroy,26578.07,"26578,07","26 578,07 $",44120000,Fourniture de bureau,Contrat octroyé de gré à gré,Approvisionnements (biens),1,362525,K0-1428-1
2009-12-01,2009-2010,"Impression en duplication rapide impression numérique : contrat à commandes pour une période d’environ 1,5 an",St-Joseph Communications,320000.0,320000,"320 000,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),6,344035,K9-2747B(LI)
2009-12-04,2009-2010,"Achat, sur demande, de café et autres boissons chaudes",Service de café Van-Houte SEC,500000.0,500000,"500 000,00 $",50201706,Café,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,338805,K9-2641A(YL)
2009-12-09,2009-2010,PIDS - Remplacement des contrôles de pression des hottes du CB,Ventilabec inc.,1599114.1,"1599114,1","1 599 114,10 $",40000000,"Système, équipement et composante de chauffage, ventilation et circulation d'air",Contrat adjugé suite à un appel d'offres public,Travaux de construction,3,345078,P09018CB
2009-12-10,2009-2010,"Serveur Proliant, accessoires et maintenance.",CPU Design Inc,41961.0,41961,"41 961,00 $",43222625,Serveurs d'accès,Contrat octroyé de gré à gré,Approvisionnements (biens),1,358157,C0-1813-1
2009-12-10,2009-2010,"Équipements pour expérimentations scientifiques, sondes et interfaces.",Merlan Scientific Ltd,36049.0,36049,"36 049,00 $",60141009,Trousses scientifiques pour enfants,Contrat octroyé de gré à gré,Approvisionnements (biens),1,358596,C0-1602-1
2009-12-11,2009-2010,Achat de toilettes et quincaillerie de toilette,Duschênes et Fils Ltée,83039.1,"83039,1","83 039,10 $",14111702,Couvre-siège de toilettes,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),4,354286,C0-1453A(PF)
2009-12-11,2009-2010,Serveur HP DL360G6 CTO Chassis #484184-B21,CPU Design Inc,58094.2,"58094,2","58 094,20 $",43222625,Serveurs d'accès,Contrat octroyé de gré à gré,Approvisionnements (biens),1,358213,C0-1825-1
2009-12-11,2009-2010,Poste de travail HP Z800 localization kit,CPU Design Inc,47880.0,47880,"47 880,00 $",56111500,Postes de travail et ensembles de bureau,Contrat octroyé de gré à gré,Approvisionnements (biens),1,358148,C0-1823-1
2009-12-14,2009-2010,Licence de logiciel WRDS,Wharton Research data services University of Pennsylvania,72581.0,72581,"72 581,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,359479,K0-1822-1
